NPD_ID;Noise Metric;Op Mode;Power Setting;L_200ft;L_400ft;L_630ft;L_1000ft;L_2000ft;L_4000ft;L_6300ft;L_10000ft;L_16000ft;L_25000ft
JT3D;PNLTM;D;12000;135;127.1;121.3;114.6;102.8;91.9;84.8;76.2;67;57.1
JT3D;PNLTM;D;15000;135.8;128.2;122.3;115.6;103.9;93.9;86.5;78.4;69.6;59.7
JT3D;SEL;A;4000;112.5;107.5;103.6;99;90;78.3;71.2;64.5;57;49.5
JT3D;SEL;A;6000;114.8;109.8;105.9;101.5;92.8;81.8;75.2;68.9;61.7;54.1
JT3D;SEL;D;8000;117.1;112;108.2;104;95.9;85.9;79.6;73.4;66.1;58.6
JT3D;SEL;D;10000;119;113.9;110.1;106;98.5;90;83.7;77.5;70.1;62.8
JT3D;SEL;D;12000;120.7;115.6;111.9;107.7;100.8;92.6;87.1;81;73.9;66.5
JT3D;SEL;D;15000;122.5;117.4;113.6;109.5;103.1;96.4;90.8;85.1;77.9;70.4
JT3DQ;EPNL;A;3000;112.1;106.7;102.5;97.6;88.7;78.9;71.8;65.1;57.1;46.8
JT3DQ;EPNL;A;5000;113.3;108.1;103.8;98.7;89.5;80.1;73.5;66.9;58.9;48.3
JT3DQ;EPNL;D;11000;114.4;110.1;106.9;103.4;97.7;90.6;85.3;79.3;72.7;65.4
JT3DQ;EPNL;D;15500;120.8;116.8;114;110.8;105.8;100.2;96.1;91.4;85.2;78.4
JT3DQ;LAmax;A;3000;102.8;95.2;89.6;83.1;74.3;65;58.4;51;42.6;34
JT3DQ;LAmax;A;5000;105.2;96.2;89.9;84.4;75.7;66.2;59.5;52.1;43.9;35.5
JT3DQ;LAmax;D;11000;107.5;100.8;96.3;91.4;83.5;75;68.7;61.7;53.6;45.3
JT3DQ;LAmax;D;15500;114.2;107.7;103.2;98.7;91.4;83.7;78.2;72;64.9;57.3
JT3DQ;PNLTM;A;3000;119.7;111.5;105.5;98.7;87;74.4;65.5;56.9;47;34.9
JT3DQ;PNLTM;A;5000;120.9;112.9;106.8;99.8;87.8;75.6;67.2;58.7;48.8;36.4
JT3DQ;PNLTM;D;11000;122;114.9;109.9;104.5;96;86.1;79;71.1;62.6;53.5
JT3DQ;PNLTM;D;15500;128.4;121.6;117;111.9;104.1;95.7;89.8;83.2;75.1;66.5
JT3DQ;SEL;A;3000;104.4;99.4;95.6;91.4;84.8;77.8;72.6;66.7;59.9;52.7
JT3DQ;SEL;A;5000;105.1;100;96.2;91.9;85.4;78.4;73.2;67.3;60.6;53.7
JT3DQ;SEL;D;11000;109.1;105.4;102.7;99.8;95;88.9;84.2;78.6;72.1;65.2
JT3DQ;SEL;D;15500;116.9;113.3;110.8;108.1;103.5;98.1;94.1;89.4;83.9;77.7
JT4A;EPNL;A;4000;113.7;108.2;104.3;100;91.3;79.4;70.5;62.3;53.7;44.7
JT4A;EPNL;A;6000;115.7;110.2;106.3;102;93.6;81.7;72.8;64.8;56.2;47.2
JT4A;EPNL;D;10000;121.2;115.8;111.8;107.5;99.3;89.5;82.9;76.4;68.2;59.3
JT4A;EPNL;D;12000;124.3;118.9;114.8;110.5;102.5;94;88;81.5;73.4;64.8
JT4A;EPNL;D;15000;130.3;125.1;120.9;116.5;108.8;100.9;95;88.7;81.1;72.2
JT4A;LAmax;A;4000;109.2;101.7;96.3;90.5;80.6;69;61.7;54.5;45.7;36.9
JT4A;LAmax;A;6000;111.1;103.6;98.2;92.5;82.7;71.2;63.7;56.3;48.1;39.5
JT4A;LAmax;D;10000;116.5;109.3;104.1;98.5;89.3;79;71.6;63.7;54.5;45.4
JT4A;LAmax;D;12000;119.6;112.4;107.4;102;93.1;82.9;75.3;67.4;58.4;48.8
JT4A;LAmax;D;15000;125.3;118.3;113.2;108;99.1;89.2;81.5;73.5;64.3;54.6
JT4A;PNLTM;A;4000;121.3;113;107.3;101.1;89.6;74.9;64.2;54.1;43.6;32.8
JT4A;PNLTM;A;6000;123.3;115;109.3;103.1;91.9;77.2;66.5;56.6;46.1;35.3
JT4A;PNLTM;D;10000;128.8;120.6;114.8;108.6;97.6;85;76.6;68.2;58.1;47.4
JT4A;PNLTM;D;12000;131.9;123.7;117.8;111.6;100.8;89.5;81.7;73.3;63.3;52.9
JT4A;PNLTM;D;15000;137.9;129.9;123.9;117.6;107.1;96.4;88.7;80.5;71;60.3
JT4A;SEL;A;4000;110.8;105.4;101.2;97;89.6;80.6;74.3;68.6;60.9;52.7
JT4A;SEL;A;6000;112.7;107.3;103.3;99;91.8;82.9;76.8;71.1;63.6;55.7
JT4A;SEL;D;10000;117.4;112.4;108.7;104.5;97.4;89.2;83.3;76.9;69.4;61.5
JT4A;SEL;D;12000;120;115.2;111.6;107.5;100.6;92.6;86.6;80.3;72.6;64.7
JT4A;SEL;D;15000;125.5;120.8;117.6;113.5;106.9;99.3;93.3;86.6;78.7;70.6
JT9D7Q;EPNL;A;8560;106.3;102.9;99.8;96.2;89.8;83.9;78.9;70.6;61.6;51
JT9D7Q;EPNL;A;14000;110.2;106.7;103.5;99.7;92.9;86;81.2;73.1;64.8;55.4
JT9D7Q;EPNL;D;24370;111.1;108;105;101.6;95;87.9;82.1;75.5;67.9;59.8
JT9D7Q;EPNL;D;34850;115.8;112.8;109.9;106.5;100;92.4;86.4;80.2;72.9;65.4
JT9D7Q;EPNL;D;40240;119.1;116.1;113.1;109.6;102.8;95.3;90.1;83.9;77.1;70.2
JT9D7Q;EPNL;D;44940;121.7;118.6;115.6;112;105.5;99.1;93.7;88.5;82.4;76.2
JT9D7Q;LAmax;A;8560;101.8;95.4;91;86.3;78.6;69.9;63.6;56.7;49;40.9
JT9D7Q;LAmax;A;14000;103.3;96.8;92.2;87.1;79.2;70.5;64.2;57.5;49.9;41.9
JT9D7Q;LAmax;D;24370;106.3;99.8;95.3;90.3;82.6;74.2;68.1;61.6;54.2;46.4
JT9D7Q;LAmax;D;34850;110;103.8;99.4;94.7;87.2;78.7;72.7;66;58.6;50.8
JT9D7Q;LAmax;D;40240;112.5;106.3;102;97.3;89.9;81.4;75.3;68.6;61.2;53.4
JT9D7Q;LAmax;D;44940;115.3;109.1;104.8;100;92.6;84.2;78;71.4;63.9;56.1
JT9D7Q;PNLTM;A;8560;113.9;107.7;102.8;97.3;88.1;79.4;72.6;62.4;51.5;39.1
JT9D7Q;PNLTM;A;14000;117.8;111.5;106.5;100.8;91.2;81.5;74.9;64.9;54.7;43.5
JT9D7Q;PNLTM;D;24370;118.7;112.8;108;102.7;93.3;83.4;75.8;67.3;57.8;47.9
JT9D7Q;PNLTM;D;34850;123.4;117.6;112.9;107.6;98.3;87.9;80.1;72;62.8;53.5
JT9D7Q;PNLTM;D;40240;126.7;120.9;116.1;110.7;101.1;90.8;83.8;75.7;67;58.3
JT9D7Q;PNLTM;D;44940;129.3;123.4;118.6;113.1;103.8;94.6;87.4;80.3;72.3;64.3
JT9D7Q;SEL;A;8560;103.6;99.5;96.6;93.5;88.1;81.7;77;71.6;65.5;58.9
JT9D7Q;SEL;A;14000;105.1;100.9;97.8;94.3;88.7;82.3;77.6;72.4;66.4;59.9
JT9D7Q;SEL;D;24370;108.1;103.9;100.9;97.5;92.1;86;81.5;76.5;70.7;64.4
JT9D7Q;SEL;D;34850;111.8;107.9;105;101.9;96.7;90.5;86.1;80.9;75.1;68.8
JT9D7Q;SEL;D;40240;114.3;110.4;107.6;104.5;99.4;93.2;88.7;83.5;77.7;71.4
JT9D7Q;SEL;D;44940;117.1;113.2;110.4;107.2;102.1;96;91.4;86.3;80.4;74.1
JT9DBD;EPNL;A;8000;114;108.9;105.1;101;93.6;84.2;76.3;69.2;61.2;51.2
JT9DBD;EPNL;A;14000;120;114.9;111.1;107;99.6;90.2;82.3;75.2;67.2;57.2
JT9DBD;EPNL;D;20000;123.8;118.8;114.9;110.5;102.2;92.6;86.4;80;72.7;64.4
JT9DBD;EPNL;D;28000;125.4;120.4;116.5;112;103.4;93.8;88.1;81.9;74.8;67.1
JT9DBD;EPNL;D;36000;126.9;121.9;118;113.5;104.9;95.3;89.6;83.4;76.3;68.6
JT9DBD;LAmax;A;8000;106.5;99.5;94.5;89;79.8;69.1;61.2;53.2;44.9;36.3
JT9DBD;LAmax;A;14000;111;104;99;93.5;84.3;73.6;65.7;57.7;49.4;40.8
JT9DBD;LAmax;D;20000;114.3;107.2;102.1;96.5;87.1;76.9;69.8;62.3;54.2;45.4
JT9DBD;LAmax;D;28000;116.4;109.3;104.2;98.5;89;79.1;72.3;65;57;48
JT9DBD;LAmax;D;36000;117.9;110.8;105.7;100;90.5;80.6;73.8;66.5;58.5;49.7
JT9DBD;PNLTM;A;8000;121.6;113.7;108.1;102.1;91.9;79.7;70;61;51.1;39.3
JT9DBD;PNLTM;A;14000;127.6;119.7;114.1;108.1;97.9;85.7;76;67;57.1;45.3
JT9DBD;PNLTM;D;20000;131.4;123.6;117.9;111.6;100.5;88.1;80.1;71.8;62.6;52.5
JT9DBD;PNLTM;D;28000;133;125.2;119.5;113.1;101.7;89.3;81.8;73.7;64.7;55.2
JT9DBD;PNLTM;D;36000;134.5;126.7;121;114.6;103.2;90.8;83.3;75.2;66.2;56.7
JT9DBD;SEL;A;8000;108.2;103.5;99.9;96;89.1;80.6;74.2;67.6;60.9;53.7
JT9DBD;SEL;A;14000;113.2;108.5;104.9;101;94.1;85.6;79.2;72.6;65.9;58.7
JT9DBD;SEL;D;20000;116.6;111.8;108.1;104;96.9;89;83.4;77.3;70.7;63.4
JT9DBD;SEL;D;28000;118.7;113.9;110.2;106;98.8;91.2;85.9;80;73.5;66.2
JT9DBD;SEL;D;36000;120.2;115.4;111.7;107.5;100.3;92.7;87.4;81.5;75;67.7
JT9DFL;EPNL;A;8000;106.9;102.2;98.4;93.8;85.4;77.4;71.9;65.7;58.2;49.3
JT9DFL;EPNL;A;16000;112.6;107.9;104.1;99.5;91.1;83.1;77.6;71.4;63.9;55
JT9DFL;EPNL;D;24000;116.3;111.7;108.1;103.9;96.1;89.2;83.7;77.6;70.9;63.1
JT9DFL;EPNL;D;32000;118.6;114;110.5;106.5;99.5;92.5;87.1;81;74.7;67.4
JT9DFL;EPNL;D;40000;120.6;116;112.5;108.5;101;94.5;89.1;83;76.7;69.4
JT9DFL;LAmax;A;8000;103;95.5;90.2;84.3;75.1;66;59.7;52.6;44.5;35.6
JT9DFL;LAmax;A;16000;107.1;99.6;94.3;88.4;79.2;70.1;63.8;56.7;48.6;39.7
JT9DFL;LAmax;D;24000;110.6;103.1;97.8;92.1;83.3;74.5;68.3;61.5;53.7;45.4
JT9DFL;LAmax;D;32000;113.5;105.9;100.6;95.1;86.5;77.9;71.9;65.3;57.7;49.7
JT9DFL;LAmax;D;40000;115.7;108.1;102.8;97.3;88.7;80.1;74.1;67.5;59.9;51.9
JT9DFL;PNLTM;A;8000;114.5;107;101.4;94.9;83.7;72.9;65.6;57.5;48.1;37.4
JT9DFL;PNLTM;A;16000;120.2;112.7;107.1;100.6;89.4;78.6;71.3;63.2;53.8;43.1
JT9DFL;PNLTM;D;24000;123.9;116.5;111.1;105;94.4;84.7;77.4;69.4;60.8;51.2
JT9DFL;PNLTM;D;32000;126.2;118.8;113.5;107.6;97.8;88;80.8;72.8;64.6;55.5
JT9DFL;PNLTM;D;40000;128.2;120.8;115.5;109.6;99.3;90;82.8;74.8;66.6;57.5
JT9DFL;SEL;A;8000;102.3;97.8;94.3;90.5;84.4;77.7;72.9;67.3;60.7;53.3
JT9DFL;SEL;A;16000;106.3;101.8;98.3;94.5;88.4;81.7;76.9;71.3;64.7;57.3
JT9DFL;SEL;D;24000;109.4;105.1;101.7;98;92.2;85.8;81.2;75.9;69.7;62.8
JT9DFL;SEL;D;32000;111.8;107.4;104.1;100.5;94.9;88.7;84.2;79.1;73.1;66.5
JT9DFL;SEL;D;40000;113.8;109.4;106.1;102.5;96.9;90.7;86.2;81.1;75.1;68.5
O320D3;EPNL;A;1500;73.8;69.4;66.5;63.4;57.5;50.1;43.4;35.2;24;13.4
O320D3;EPNL;A;1600;75.3;71.2;68.3;65.1;59.2;51.4;44.6;36.4;23.3;10.9
O320D3;EPNL;A;1800;78.6;74.4;71.4;68.1;62.4;54.8;48.3;40.7;30.1;20.1
O320D3;EPNL;D;2150;85.2;81.3;78.5;75.2;69.7;62.9;57.6;50.9;42.2;31.1
O320D3;EPNL;D;2442;93.1;89.2;86.2;82.9;77.3;70.8;65.7;59.9;52.3;42.7
O320D3;EPNL;D;2600;94.3;90.2;87.2;83.8;78.1;71.5;66.5;60.4;52.3;42.3
O320D3;LAmax;A;1500;66.9;60.5;56.2;51.7;44.7;37.2;32.1;26.7;21.1;15.9
O320D3;LAmax;A;1600;68.1;61.7;57.4;52.9;45.9;38.4;33.2;27.7;21.9;16.6
O320D3;LAmax;A;1800;72.1;65.6;61.2;56.6;49.3;41.3;35.8;30;23.9;18
O320D3;LAmax;D;2150;79.8;73.1;68.6;63.9;56.2;47.9;42.2;36.1;29.7;23.1
O320D3;LAmax;D;2442;87.3;80.7;76.1;71.2;63.5;55.1;49.4;43.1;36.1;28.7
O320D3;LAmax;D;2600;88.8;82.1;77.5;72.6;64.7;56.2;50.2;43.8;36.7;29.3
O320D3;PNLTM;A;1500;83;76;71.3;66.3;57.8;47.9;39.3;29.4;16;2.3
O320D3;PNLTM;A;1600;82.8;75.8;71;66;57.7;47.5;39.1;29.5;14.5;1.7
O320D3;PNLTM;A;1800;87.5;80.4;75.5;70.4;62.1;52.2;44;35;23.3;6.5
O320D3;PNLTM;D;2150;95.3;88.5;83.7;78.7;70.5;61;54.1;45.9;35.8;23.2
O320D3;PNLTM;D;2442;102.6;95.7;90.8;85.7;77.5;68.4;61.6;54.1;44.9;33.9
O320D3;PNLTM;D;2600;104.1;97.1;92.3;86.9;78.3;69;62.1;54.4;45;33.7
O320D3;SEL;A;1500;69;65.6;62.8;60.2;56;51.3;48;44.5;41.3;38.2
O320D3;SEL;A;1600;70.4;67.1;64.6;62;57.7;53;49.6;45.9;42.3;38.9
O320D3;SEL;A;1800;74.1;70.5;68;65.3;60.7;55.5;51.8;47.8;43.8;39.9
O320D3;SEL;D;2150;80.4;76.9;74.3;71.4;66.5;60.9;57;52.7;48.1;43.7
O320D3;SEL;D;2442;87.9;84.2;81.5;78.5;73.4;67.9;63.9;59.5;54.4;48.9
O320D3;SEL;D;2600;89.4;85.5;82.8;79.8;74.8;69;64.8;60.2;55;49.2
O470R;EPNL;A;169;81.4;77;73.6;70;64.1;57.3;52.3;47.1;41.9;36.9
O470R;EPNL;A;244;81.9;77.6;74.4;70.8;68.9;58.4;53.7;48.9;44;39.4
O470R;EPNL;D;533;92.1;87.9;85;81.8;76.5;70.3;66.2;62.4;58.5;54.8
O470R;EPNL;D;640;97.7;93.5;90.6;87.3;81.9;75.6;71.4;67;62.3;57.8
O470R;LAmax;A;169;73.3;67.1;62.9;58.6;51.8;44.6;39.6;34.1;28.1;21.8
O470R;LAmax;A;244;73.9;67.7;63.5;59.2;52.5;45.4;40.3;34.8;28.8;22.4
O470R;LAmax;D;533;87.5;81.2;77;72.7;65.7;58.2;52.7;46.6;39.7;32.3
O470R;LAmax;D;640;96.1;89.8;85.5;80.9;73.5;65;58.6;51.3;43;34.3
O470R;PNLTM;A;169;91.1;84.5;79.6;74.5;66.3;57.3;50.8;44.1;37.3;30.9
O470R;PNLTM;A;244;92.1;85.6;80.8;75.7;67.6;58.8;52.6;46.3;39.9;33.8
O470R;PNLTM;D;533;101.5;95;90.7;86;78.4;70;64.4;59;53.6;48.4
O470R;PNLTM;D;640;107.6;101.2;96.7;92;84.3;75.8;70.1;64.1;57.9;52
O470R;SEL;A;169;75.6;71.7;69;66.2;61.7;56.7;53.1;49.2;44.7;39.8
O470R;SEL;A;244;76.2;72.3;69.6;66.8;62.3;57.3;53.7;49.7;45.1;40.2
O470R;SEL;D;533;87.8;83.8;81.1;78.2;73.6;68.2;64.2;59.6;54.2;48.4
O470R;SEL;D;640;95.4;91.3;88.5;85.4;80.3;74.1;69.2;63.4;56.5;49.3
OLY593;EPNL;A;10000;121.1;116.9;113;109.2;102.7;95.6;89.9;86.7;76.4;67.4
OLY593;EPNL;A;20000;133.9;128.9;124.9;120.8;114.4;106.9;100.9;94.5;87.7;79.5
OLY593;EPNL;D;20000;133.9;128.9;124.9;120.8;114.4;106.9;100.9;94.5;87.7;79.5
OLY593;EPNL;D;28000;140.5;135.3;131.2;126.8;120.3;112.7;106.7;100.3;93.5;85.7
OLY593;EPNL;D;32000;142.4;137.1;133;128.4;121.8;114.2;108.2;101.8;95.1;87.4
OLY593;LAmax;A;10000;115.8;109.2;104.6;99.8;92;83.2;76.5;68.8;60.3;50.7
OLY593;LAmax;A;20000;126.4;119.4;113.3;109.2;101.2;92.4;85.9;78.7;70.2;60.7
OLY593;LAmax;D;20000;126.4;119.4;113.3;109.2;101.2;92.4;85.9;78.7;70.2;60.7
OLY593;LAmax;D;28000;132.1;124.8;119.6;114.3;106.1;97.3;90.8;83.6;75.1;65.3
OLY593;LAmax;D;32000;134;126.7;121.4;116;107.8;98.9;92.4;85.2;76.7;67.3
OLY593;PNLTM;A;10000;128.7;121.7;116;110.3;101;91.1;83.6;78.5;66.3;55.5
OLY593;PNLTM;A;20000;141.5;133.7;127.9;121.9;112.7;102.4;94.6;86.3;77.6;67.6
OLY593;PNLTM;D;20000;141.5;133.7;127.9;121.9;112.7;102.4;94.6;86.3;77.6;67.6
OLY593;PNLTM;D;28000;148.1;140.1;134.2;127.9;118.6;108.2;100.4;92.1;83.4;73.8
OLY593;PNLTM;D;32000;150;141.9;136;129.5;120.1;109.7;101.9;93.6;85;75.5
OLY593;SEL;A;10000;117.7;113.4;110.3;107;101.5;94.8;89.6;83.5;76.5;68.3
OLY593;SEL;A;20000;130.3;125.5;122;118.3;112.6;106.1;101.1;95.3;88.3;80.3
OLY593;SEL;D;20000;130.3;125.5;122;118.3;112.6;106.1;101.1;95.3;88.3;80.3
OLY593;SEL;D;28000;136.4;131.3;127.6;123.8;118;111.4;106.4;100.6;93.7;85.7
OLY593;SEL;D;32000;138.4;133.2;129.4;125.5;119.6;113;108;102.2;95.3;87.4
PT6A114;EPNL;A;400;95.8;91.4;88.3;84.8;79.2;72.8;67.9;62.6;57.2;52
PT6A114;EPNL;A;427;95.8;91.4;88.3;84.8;79.2;72.8;67.9;62.6;57.2;52
PT6A114;EPNL;A;463;95.3;90.9;87.8;84.4;78.6;72;67;61.7;56.5;51.5
PT6A114;EPNL;D;1009;92.8;88.5;85.5;82.2;76.9;70.7;66;61.2;56.2;51.5
PT6A114;EPNL;D;1899;94.9;90.6;87.7;84.6;79.4;73.4;68.8;63.6;58.3;53.2
PT6A114;LAmax;A;400;90;83.6;79.4;75;68;60.4;54.8;48.3;40.5;31.7
PT6A114;LAmax;A;427;90;83.6;79.4;75;68;60.4;54.8;48.3;40.5;31.7
PT6A114;LAmax;A;463;90.3;84;79.7;75.2;68.2;60.6;55.1;48.7;41.1;32.6
PT6A114;LAmax;D;1009;88.2;82;77.8;73.5;66.7;59.1;53.5;47.1;39.4;30.8
PT6A114;LAmax;D;1899;90;83.8;79.7;75.4;68.7;61.4;56.1;50.1;43.1;35.4
PT6A114;PNLTM;A;400;106;99.3;94.7;89.8;81.9;73.2;66.8;60;53;46.4
PT6A114;PNLTM;A;427;106;99.3;94.7;89.8;81.9;73.2;66.8;60;53;46.4
PT6A114;PNLTM;A;463;106.1;99.4;94.8;89.9;81.8;73;66.5;59.7;53;46.6
PT6A114;PNLTM;D;1009;103.1;96.6;92.1;87.3;79.7;71.3;65.1;58.7;52.2;46.1
PT6A114;PNLTM;D;1899;105.5;99;94.6;89.9;82.5;74.2;68.1;61.4;54.6;48.1
PT6A114;SEL;A;400;89.9;85.8;83;80.1;75.4;70.1;65.9;61;54.7;47.4
PT6A114;SEL;A;427;89.9;85.8;83;80.1;75.4;70.1;65.9;61;54.7;47.4
PT6A114;SEL;A;463;89.4;85.3;82.4;79.4;74.7;69.3;65.3;60.6;54.7;47.9
PT6A114;SEL;D;1009;87.7;83.8;81.1;78.3;73.7;68.4;64.3;59.4;53.2;46.1
PT6A114;SEL;D;1899;89.7;85.8;83.2;80.4;75.9;70.9;67.1;62.6;57.1;50.9
PT6A27;EPNL;A;30;94.4;90;86.9;83.5;78;71.6;66.8;61;54;44.9
PT6A27;EPNL;A;100;99.2;95;92.1;89.1;84.3;78.8;74.4;69.3;63.2;55.4
PT6A27;EPNL;D;30;94.4;90;86.9;83.5;78;71.6;66.8;61;54;44.9
PT6A27;EPNL;D;100;99.2;95;92.1;89.1;84.3;78.8;74.4;69.3;63.2;55.4
PT6A27;LAmax;A;30;90.9;84.6;80.4;76;69.1;61.6;56;49.8;42.6;34
PT6A27;LAmax;A;100;95.6;89.5;85.3;81;74.3;67;61.6;55.6;49;41.4
PT6A27;LAmax;D;30;90.9;84.6;80.4;76;69.1;61.6;56;49.8;42.6;34
PT6A27;LAmax;D;100;95.6;89.5;85.3;81;74.3;67;61.6;55.6;49;41.4
PT6A27;PNLTM;A;30;102;94.8;89.9;84.6;76.3;67.1;60.5;52.8;43.9;33
PT6A27;PNLTM;A;100;106.8;99.8;95.1;90.2;82.6;74.3;68.1;61.1;53.1;43.5
PT6A27;PNLTM;D;30;102;94.8;89.9;84.6;76.3;67.1;60.5;52.8;43.9;33
PT6A27;PNLTM;D;100;106.8;99.8;95.1;90.2;82.6;74.3;68.1;61.1;53.1;43.5
PT6A27;SEL;A;30;91.3;87.2;84.4;81.6;76.9;71.7;67.6;62.9;57.2;50
PT6A27;SEL;A;100;95.9;92;89.3;86.5;82;77;73.1;68.6;63.5;57.4
PT6A27;SEL;D;30;91.3;87.2;84.4;81.6;76.9;71.7;67.6;62.9;57.2;50
PT6A27;SEL;D;100;95.9;92;89.3;86.5;82;77;73.1;68.6;63.5;57.4
PT6A41;EPNL;A;300;93.3;88.9;85.7;82.1;76.2;69.5;64.3;58.7;53.1;47.7
PT6A41;EPNL;A;311;93.3;88.9;85.7;82.1;76.2;69.5;64.3;58.7;53.1;47.7
PT6A41;EPNL;D;820;92.5;88.3;85.4;82.2;76.8;70.5;65.8;60.7;55.5;50.5
PT6A41;EPNL;D;1153;94;89.8;86.9;83.7;78.4;72.3;67.6;62.7;57.6;52.8
PT6A41;LAmax;A;300;83.6;77.2;72.8;68.2;60.9;52.8;47;40.4;32.8;24.9
PT6A41;LAmax;A;311;83.6;77.2;72.8;68.2;60.9;52.8;47;40.4;32.8;24.9
PT6A41;LAmax;D;820;85.2;78.9;74.7;70.3;63.5;56;50.6;44.4;37.2;29.1
PT6A41;LAmax;D;1153;87.2;81;76.9;72.6;65.9;58.6;53.4;47.5;40.6;32.9
PT6A41;PNLTM;A;300;99.4;92.7;88.1;83;74.8;65.8;59.1;52.1;44.9;38
PT6A41;PNLTM;A;311;99.4;92.7;88.1;83;74.8;65.8;59.1;52.1;44.9;38
PT6A41;PNLTM;D;820;100.9;94.4;90;85.4;77.7;69.2;63;56.3;49.6;43.2
PT6A41;PNLTM;D;1153;102.5;96;91.6;87;79.4;71.1;64.9;58.4;51.8;45.6
PT6A41;SEL;A;300;87.8;83.6;80.7;77.6;72.5;66.7;62.3;57.3;51.3;44.8
PT6A41;SEL;A;311;87.8;83.6;80.7;77.6;72.5;66.7;62.3;57.3;51.3;44.8
PT6A41;SEL;D;820;86.6;82.5;79.8;77;72.3;67.1;63.2;58.5;52.8;46.3
PT6A41;SEL;D;1153;88.6;84.7;82;79.2;74.8;69.8;66;61.6;56.2;50
PT6A45;EPNL;A;35;94.4;90.1;87.1;83.9;78.3;71.6;66.1;60.1;54.1;46.2
PT6A45;EPNL;A;65;93.9;89.7;86.7;83.5;78;71.2;64.6;59.6;53.7;46.3
PT6A45;EPNL;D;65;93.9;89.7;86.7;83.5;78;71.2;64.6;59.6;53.7;46.3
PT6A45;EPNL;D;100;101.2;97;94.1;91;85.9;79.6;73.9;67.7;61.8;54.7
PT6A45;LAmax;A;35;87.2;81;76.7;72.4;65.1;57.7;52.9;48;41.9;35.1
PT6A45;LAmax;A;65;87.8;81.4;77;72.5;64.9;57.4;52.4;47.4;41.7;35.5
PT6A45;LAmax;D;65;87.8;81.4;77;72.5;64.9;57.4;52.4;47.4;41.7;35.5
PT6A45;LAmax;D;100;94.9;88.6;84.4;80;72.6;65.2;60.3;55.4;49.4;42.4
PT6A45;PNLTM;A;35;102;94.9;90.1;85;76.6;67.1;59.8;51.9;44;34.3
PT6A45;PNLTM;A;65;101.5;94.5;89.7;84.6;76.3;66.7;58.3;51.4;43.6;34.4
PT6A45;PNLTM;D;65;101.5;94.5;89.7;84.6;76.3;66.7;58.3;51.4;43.6;34.4
PT6A45;PNLTM;D;100;108.8;101.8;97.1;92.1;84.2;75.1;67.6;59.5;51.7;42.8
PT6A45;SEL;A;35;88;84;81.3;78.5;74;69.2;65.6;61.6;57;51.6
PT6A45;SEL;A;65;88.5;84.4;81.5;78.5;73.7;68.5;64.8;60.9;56.8;52
PT6A45;SEL;D;65;88.5;84.4;81.5;78.5;73.7;68.5;64.8;60.9;56.8;52
PT6A45;SEL;D;100;95.1;91.1;88.4;85.5;81;76.1;72.4;68.4;63.8;58.4
PT6A50;EPNL;A;35;91.8;86.9;83;78.4;71.4;61.4;54.8;48.4;40.9;33.7
PT6A50;EPNL;A;40;95.3;90.4;86.5;81.9;74.9;64.9;58.3;51.9;44.8;37.9
PT6A50;EPNL;D;80;93.7;89;85.9;82.1;76.1;69.8;64.8;59.2;52.9;46.5
PT6A50;EPNL;D;100;95.9;91.2;88.1;84.3;78.4;72;67;61.4;55.1;48.7
PT6A50;LAmax;A;35;83.9;78.2;74;68.8;60.7;51.8;45.5;38.6;31.4;24.2
PT6A50;LAmax;A;40;87.4;81.7;77.5;72.4;64.2;55.5;49;42.1;34.4;26.7
PT6A50;LAmax;D;80;84.7;78.5;74.4;69.8;62.5;54;48.1;41.3;34;26.4
PT6A50;LAmax;D;100;86.9;80.7;76.6;72;64.7;56.2;50.2;43.5;36.4;29.3
PT6A50;PNLTM;A;35;99.4;91.7;86;79.5;69.7;56.9;48.5;40.2;30.8;21.8
PT6A50;PNLTM;A;40;102.9;95.2;89.5;83;73.2;60.4;52;43.7;34.7;26
PT6A50;PNLTM;D;80;101.3;93.8;88.9;83.2;74.4;65.3;58.5;51;42.8;34.6
PT6A50;PNLTM;D;100;103.5;96;91.1;85.4;76.7;67.5;60.7;53.2;45;36.8
PT6A50;SEL;A;35;85.7;82.3;79.6;76;70.2;63.6;58.9;53.5;47.9;42.2
PT6A50;SEL;A;40;89.2;85.8;83.1;79.6;73.7;67.3;62.4;57;50.9;44.7
PT6A50;SEL;D;80;86.5;82.6;80;77;72;65.8;61.5;56.2;50.5;44.4
PT6A50;SEL;D;100;88.7;84.8;82.2;79.2;74.2;68;63.6;58.4;52.9;47.3
PT6A67;EPNL;A;400;93.8;89.2;86.3;83.1;77.7;71.1;66;59.7;51.2;39.3
PT6A67;EPNL;A;600;95.7;90.6;87.3;83.8;78.6;72.3;67.1;60.8;52.6;40.9
PT6A67;EPNL;D;1000;97.2;92.9;90;86.8;81.2;74.7;69.7;64.1;57.2;48.8
PT6A67;EPNL;D;1100;97.2;92.9;90;86.8;81.2;74.7;69.7;64.1;57.2;48.8
PT6A67;EPNL;D;1600;95;91.1;88.3;85.3;80.3;74.2;69.6;64.2;57.8;50.1
PT6A67;EPNL;D;1700;95;91.1;88.3;85.3;80.3;74.2;69.6;64.2;57.8;50.1
PT6A67;LAmax;A;400;87.8;81.2;76.8;72.2;64.9;56.7;50.6;43.5;35.4;27.1
PT6A67;LAmax;A;600;89.1;82.4;77.9;73.3;66.1;58.1;52.3;45.7;37.8;29.2
