fa_flight_id,heading,longitude,groundspeed,latitude,timestamp,altitude
AIQ311-1670716320-schedule-0614,208.0,100.59381,166.0,13.893,2022-12-12 23:48:00+00:00,800.0
AIQ311-1670716320-schedule-0614,208.0,100.5933925,166.3125,13.89225,2022-12-12 23:48:01+00:00,837.5
AIQ311-1670716320-schedule-0614,208.0,100.592975,166.625,13.8915,2022-12-12 23:48:02+00:00,875.0
AIQ311-1670716320-schedule-0614,208.0,100.5925575,166.9375,13.89075,2022-12-12 23:48:03+00:00,912.5
AIQ311-1670716320-schedule-0614,208.0,100.59214,167.25,13.89,2022-12-12 23:48:04+00:00,950.0
AIQ311-1670716320-schedule-0614,208.0,100.5917225,167.5625,13.88925,2022-12-12 23:48:05+00:00,987.5
AIQ311-1670716320-schedule-0614,208.0,100.591305,167.875,13.8885,2022-12-12 23:48:06+00:00,1025.0
AIQ311-1670716320-schedule-0614,208.0,100.5908875,168.1875,13.88775,2022-12-12 23:48:07+00:00,1062.5
AIQ311-1670716320-schedule-0614,208.0,100.59047,168.5,13.887,2022-12-12 23:48:08+00:00,1100.0
AIQ311-1670716320-schedule-0614,208.0,100.5900525,168.8125,13.88625,2022-12-12 23:48:09+00:00,1137.5
AIQ311-1670716320-schedule-0614,208.0,100.589635,169.125,13.8855,2022-12-12 23:48:10+00:00,1175.0
AIQ311-1670716320-schedule-0614,208.0,100.5892175,169.4375,13.88475,2022-12-12 23:48:11+00:00,1212.5
AIQ311-1670716320-schedule-0614,208.0,100.5888,169.75,13.884,2022-12-12 23:48:12+00:00,1250.0
AIQ311-1670716320-schedule-0614,208.0,100.5883825,170.0625,13.88325,2022-12-12 23:48:13+00:00,1287.5
AIQ311-1670716320-schedule-0614,208.0,100.587965,170.375,13.8825,2022-12-12 23:48:14+00:00,1325.0
AIQ311-1670716320-schedule-0614,208.0,100.5875475,170.6875,13.88175,2022-12-12 23:48:15+00:00,1362.5
AIQ311-1670716320-schedule-0614,208.0,100.58713,171.0,13.881,2022-12-12 23:48:16+00:00,1400.0
AIQ311-1670716320-schedule-0614,208.6875,100.586715625,171.3125,13.880333125,2022-12-12 23:48:17+00:00,1431.25
AIQ311-1670716320-schedule-0614,209.375,100.58630125,171.625,13.87966625,2022-12-12 23:48:18+00:00,1462.5
AIQ311-1670716320-schedule-0614,210.0625,100.585886875,171.9375,13.878999375,2022-12-12 23:48:19+00:00,1493.75
AIQ311-1670716320-schedule-0614,210.75,100.5854725,172.25,13.8783325,2022-12-12 23:48:20+00:00,1525.0
AIQ311-1670716320-schedule-0614,211.4375,100.585058125,172.5625,13.877665625,2022-12-12 23:48:21+00:00,1556.25
AIQ311-1670716320-schedule-0614,212.125,100.58464375,172.875,13.87699875,2022-12-12 23:48:22+00:00,1587.5
AIQ311-1670716320-schedule-0614,212.8125,100.584229375,173.1875,13.876331875,2022-12-12 23:48:23+00:00,1618.75
AIQ311-1670716320-schedule-0614,213.5,100.583815,173.5,13.875665,2022-12-12 23:48:24+00:00,1650.0
AIQ311-1670716320-schedule-0614,214.1875,100.583400625,173.8125,13.874998125,2022-12-12 23:48:25+00:00,1681.25
AIQ311-1670716320-schedule-0614,214.875,100.58298625,174.125,13.87433125,2022-12-12 23:48:26+00:00,1712.5
AIQ311-1670716320-schedule-0614,215.5625,100.582571875,174.4375,13.873664375,2022-12-12 23:48:27+00:00,1743.75
AIQ311-1670716320-schedule-0614,216.25,100.5821575,174.75,13.8729975,2022-12-12 23:48:28+00:00,1775.0
AIQ311-1670716320-schedule-0614,216.9375,100.581743125,175.0625,13.872330625,2022-12-12 23:48:29+00:00,1806.25
AIQ311-1670716320-schedule-0614,217.625,100.58132875,175.375,13.87166375,2022-12-12 23:48:30+00:00,1837.5
AIQ311-1670716320-schedule-0614,218.3125,100.580914375,175.6875,13.870996875,2022-12-12 23:48:31+00:00,1868.75
AIQ311-1670716320-schedule-0614,219.0,100.5805,176.0,13.87033,2022-12-12 23:48:32+00:00,1900.0
AIQ311-1670716320-schedule-0614,220.875,100.579763125,176.0625,13.86990375,2022-12-12 23:48:33+00:00,1937.5
AIQ311-1670716320-schedule-0614,222.75,100.57902625,176.125,13.8694775,2022-12-12 23:48:34+00:00,1975.0
AIQ311-1670716320-schedule-0614,224.625,100.578289375,176.1875,13.86905125,2022-12-12 23:48:35+00:00,2012.5
AIQ311-1670716320-schedule-0614,226.5,100.5775525,176.25,13.868625,2022-12-12 23:48:36+00:00,2050.0
AIQ311-1670716320-schedule-0614,228.375,100.576815625,176.3125,13.86819875,2022-12-12 23:48:37+00:00,2087.5
AIQ311-1670716320-schedule-0614,230.25,100.57607875,176.375,13.8677725,2022-12-12 23:48:38+00:00,2125.0
AIQ311-1670716320-schedule-0614,232.125,100.575341875,176.4375,13.86734625,2022-12-12 23:48:39+00:00,2162.5
AIQ311-1670716320-schedule-0614,234.0,100.574605,176.5,13.86692,2022-12-12 23:48:40+00:00,2200.0
AIQ311-1670716320-schedule-0614,235.875,100.573868125,176.5625,13.86649375,2022-12-12 23:48:41+00:00,2237.5
AIQ311-1670716320-schedule-0614,237.75,100.57313125,176.625,13.8660675,2022-12-12 23:48:42+00:00,2275.0
AIQ311-1670716320-schedule-0614,239.625,100.572394375,176.6875,13.86564125,2022-12-12 23:48:43+00:00,2312.5
AIQ311-1670716320-schedule-0614,241.5,100.5716575,176.75,13.865215,2022-12-12 23:48:44+00:00,2350.0
AIQ311-1670716320-schedule-0614,243.375,100.570920625,176.8125,13.86478875,2022-12-12 23:48:45+00:00,2387.5
AIQ311-1670716320-schedule-0614,245.25,100.57018375,176.875,13.8643625,2022-12-12 23:48:46+00:00,2425.0
AIQ311-1670716320-schedule-0614,247.125,100.569446875,176.9375,13.86393625,2022-12-12 23:48:47+00:00,2462.5
AIQ311-1670716320-schedule-0614,249.0,100.56871,177.0,13.86351,2022-12-12 23:48:48+00:00,2500.0
AIQ311-1670716320-schedule-0614,249.375,100.5679225,177.25,13.863278125,2022-12-12 23:48:49+00:00,2525.0
AIQ311-1670716320-schedule-0614,249.75,100.567135,177.5,13.86304625,2022-12-12 23:48:50+00:00,2550.0
AIQ311-1670716320-schedule-0614,250.125,100.5663475,177.75,13.862814375,2022-12-12 23:48:51+00:00,2575.0
AIQ311-1670716320-schedule-0614,250.5,100.56556,178.0,13.8625825,2022-12-12 23:48:52+00:00,2600.0
AIQ311-1670716320-schedule-0614,250.875,100.5647725,178.25,13.862350625,2022-12-12 23:48:53+00:00,2625.0
AIQ311-1670716320-schedule-0614,251.25,100.563985,178.5,13.86211875,2022-12-12 23:48:54+00:00,2650.0
AIQ311-1670716320-schedule-0614,251.625,100.5631975,178.75,13.861886875,2022-12-12 23:48:55+00:00,2675.0
AIQ311-1670716320-schedule-0614,252.0,100.56241,179.0,13.861655,2022-12-12 23:48:56+00:00,2700.0
AIQ311-1670716320-schedule-0614,252.375,100.5616225,179.25,13.861423125,2022-12-12 23:48:57+00:00,2725.0
AIQ311-1670716320-schedule-0614,252.75,100.560835,179.5,13.86119125,2022-12-12 23:48:58+00:00,2750.0
AIQ311-1670716320-schedule-0614,253.125,100.5600475,179.75,13.860959375,2022-12-12 23:48:59+00:00,2775.0
AIQ311-1670716320-schedule-0614,253.5,100.55926,180.0,13.8607275,2022-12-12 23:49:00+00:00,2800.0
AIQ311-1670716320-schedule-0614,253.875,100.5584725,180.25,13.860495625,2022-12-12 23:49:01+00:00,2825.0
AIQ311-1670716320-schedule-0614,254.25,100.557685,180.5,13.86026375,2022-12-12 23:49:02+00:00,2850.0
AIQ311-1670716320-schedule-0614,254.625,100.5568975,180.75,13.860031875,2022-12-12 23:49:03+00:00,2875.0
AIQ311-1670716320-schedule-0614,255.0,100.55611,181.0,13.8598,2022-12-12 23:49:04+00:00,2900.0
AIQ311-1670716320-schedule-0614,255.05555555555557,100.5552388888889,181.66666666666663,13.859581666666667,2022-12-12 23:49:05+00:00,2927.777777777778
AIQ311-1670716320-schedule-0614,255.11111111111111,100.55436777777778,182.33333333333331,13.859363333333333,2022-12-12 23:49:06+00:00,2955.555555555556
AIQ311-1670716320-schedule-0614,255.16666666666663,100.55349666666667,183.0,13.859145,2022-12-12 23:49:07+00:00,2983.333333333333
AIQ311-1670716320-schedule-0614,255.22222222222223,100.55262555555557,183.66666666666663,13.858926666666669,2022-12-12 23:49:08+00:00,3011.111111111111
AIQ311-1670716320-schedule-0614,255.27777777777777,100.55175444444444,184.33333333333331,13.858708333333333,2022-12-12 23:49:09+00:00,3038.888888888889
AIQ311-1670716320-schedule-0614,255.33333333333331,100.55088333333332,185.0,13.85849,2022-12-12 23:49:10+00:00,3066.666666666667
AIQ311-1670716320-schedule-0614,255.38888888888889,100.55001222222222,185.66666666666663,13.858271666666669,2022-12-12 23:49:11+00:00,3094.4444444444443
AIQ311-1670716320-schedule-0614,255.44444444444449,100.54914111111113,186.33333333333331,13.858053333333332,2022-12-12 23:49:12+00:00,3122.222222222222
AIQ311-1670716320-schedule-0614,255.5,100.54827,187.0,13.857835,2022-12-12 23:49:13+00:00,3150.0
AIQ311-1670716320-schedule-0614,255.55555555555557,100.54739888888888,187.66666666666663,13.857616666666669,2022-12-12 23:49:14+00:00,3177.777777777778
AIQ311-1670716320-schedule-0614,255.61111111111111,100.54652777777778,188.33333333333331,13.857398333333332,2022-12-12 23:49:15+00:00,3205.5555555555557
AIQ311-1670716320-schedule-0614,255.66666666666663,100.54565666666667,189.0,13.85718,2022-12-12 23:49:16+00:00,3233.3333333333335
AIQ311-1670716320-schedule-0614,255.72222222222223,100.54478555555556,189.66666666666663,13.856961666666669,2022-12-12 23:49:17+00:00,3261.1111111111113
AIQ311-1670716320-schedule-0614,255.77777777777777,100.54391444444444,190.33333333333331,13.856743333333332,2022-12-12 23:49:18+00:00,3288.8888888888887
AIQ311-1670716320-schedule-0614,255.83333333333331,100.54304333333332,191.0,13.856525,2022-12-12 23:49:19+00:00,3316.6666666666665
AIQ311-1670716320-schedule-0614,255.88888888888889,100.54217222222222,191.66666666666663,13.856306666666669,2022-12-12 23:49:20+00:00,3344.4444444444443
AIQ311-1670716320-schedule-0614,255.94444444444449,100.54130111111112,192.33333333333331,13.856088333333332,2022-12-12 23:49:21+00:00,3372.222222222222
AIQ311-1670716320-schedule-0614,256.0,100.54043,193.0,13.85587,2022-12-12 23:49:22+00:00,3400.0
AIQ311-1670716320-schedule-0614,255.95238095238096,100.53945428571429,194.3809523809524,13.855620952380953,2022-12-12 23:49:23+00:00,3414.2857142857147
AIQ311-1670716320-schedule-0614,255.9047619047619,100.53847857142856,195.7619047619048,13.855371904761904,2022-12-12 23:49:24+00:00,3428.5714285714284
AIQ311-1670716320-schedule-0614,255.8571428571429,100.53750285714284,197.14285714285717,13.855122857142856,2022-12-12 23:49:25+00:00,3442.857142857143
AIQ311-1670716320-schedule-0614,255.8095238095238,100.53652714285714,198.52380952380952,13.85487380952381,2022-12-12 23:49:26+00:00,3457.142857142857
AIQ311-1670716320-schedule-0614,255.7619047619048,100.53555142857142,199.9047619047619,13.85462476190476,2022-12-12 23:49:27+00:00,3471.4285714285716
AIQ311-1670716320-schedule-0614,255.7142857142857,100.53457571428572,201.28571428571428,13.854375714285714,2022-12-12 23:49:28+00:00,3485.7142857142853
AIQ311-1670716320-schedule-0614,255.66666666666663,100.5336,202.66666666666663,13.854126666666666,2022-12-12 23:49:29+00:00,3500.0
AIQ311-1670716320-schedule-0614,255.6190476190476,100.53262428571428,204.04761904761904,13.85387761904762,2022-12-12 23:49:30+00:00,3514.2857142857147
AIQ311-1670716320-schedule-0614,255.57142857142856,100.53164857142858,205.42857142857144,13.85362857142857,2022-12-12 23:49:31+00:00,3528.5714285714284
AIQ311-1670716320-schedule-0614,255.52380952380952,100.53067285714286,206.8095238095238,13.853379523809524,2022-12-12 23:49:32+00:00,3542.857142857143
AIQ311-1670716320-schedule-0614,255.47619047619048,100.52969714285716,208.1904761904762,13.853130476190476,2022-12-12 23:49:33+00:00,3557.142857142857
AIQ311-1670716320-schedule-0614,255.42857142857144,100.52872142857144,209.57142857142856,13.852881428571427,2022-12-12 23:49:34+00:00,3571.4285714285716
AIQ311-1670716320-schedule-0614,255.3809523809524,100.52774571428571,210.95238095238096,13.85263238095238,2022-12-12 23:49:35+00:00,3585.7142857142853
AIQ311-1670716320-schedule-0614,255.33333333333331,100.52677,212.33333333333331,13.852383333333334,2022-12-12 23:49:36+00:00,3600.0
AIQ311-1670716320-schedule-0614,255.28571428571428,100.52579428571428,213.7142857142857,13.852134285714286,2022-12-12 23:49:37+00:00,3614.2857142857147
AIQ311-1670716320-schedule-0614,255.23809523809524,100.52481857142858,215.0952380952381,13.85188523809524,2022-12-12 23:49:38+00:00,3628.5714285714284
AIQ311-1670716320-schedule-0614,255.1904761904762,100.52384285714288,216.47619047619048,13.85163619047619,2022-12-12 23:49:39+00:00,3642.857142857143
AIQ311-1670716320-schedule-0614,255.14285714285717,100.52286714285717,217.8571428571429,13.851387142857144,2022-12-12 23:49:40+00:00,3657.142857142857
AIQ311-1670716320-schedule-0614,255.0952380952381,100.52189142857144,219.23809523809524,13.851138095238095,2022-12-12 23:49:41+00:00,3671.4285714285725
AIQ311-1670716320-schedule-0614,255.04761904761904,100.52091571428572,220.6190476190476,13.850889047619049,2022-12-12 23:49:42+00:00,3685.714285714285
AIQ311-1670716320-schedule-0614,255.0,100.51994,222.0,13.85064,2022-12-12 23:49:43+00:00,3700.0
AIQ311-1670716320-schedule-0614,255.0,100.5188245,223.85,13.8503475,2022-12-12 23:49:44+00:00,3720.0000000000005
AIQ311-1670716320-schedule-0614,255.0,100.517709,225.7,13.850055,2022-12-12 23:49:45+00:00,3740.0
AIQ311-1670716320-schedule-0614,255.0,100.5165935,227.55,13.8497625,2022-12-12 23:49:46+00:00,3760.0
AIQ311-1670716320-schedule-0614,255.0,100.515478,229.4,13.84947,2022-12-12 23:49:47+00:00,3779.9999999999995
AIQ311-1670716320-schedule-0614,255.0,100.5143625,231.25,13.8491775,2022-12-12 23:49:48+00:00,3800.0
AIQ311-1670716320-schedule-0614,255.0,100.513247,233.1,13.848885,2022-12-12 23:49:49+00:00,3820.0000000000005
AIQ311-1670716320-schedule-0614,255.0,100.5121315,234.95,13.8485925,2022-12-12 23:49:50+00:00,3840.0
AIQ311-1670716320-schedule-0614,255.0,100.511016,236.8,13.8483,2022-12-12 23:49:51+00:00,3860.0
AIQ311-1670716320-schedule-0614,255.0,100.5099005,238.65,13.8480075,2022-12-12 23:49:52+00:00,3879.9999999999995
AIQ311-1670716320-schedule-0614,255.0,100.508785,240.5,13.847715,2022-12-12 23:49:53+00:00,3900.0
AIQ311-1670716320-schedule-0614,255.0,100.5076695,242.35,13.8474225,2022-12-12 23:49:54+00:00,3920.0000000000005
AIQ311-1670716320-schedule-0614,255.0,100.506554,244.2,13.84713,2022-12-12 23:49:55+00:00,3940.0
AIQ311-1670716320-schedule-0614,255.0,100.5054385,246.05,13.8468375,2022-12-12 23:49:56+00:00,3960.0
AIQ311-1670716320-schedule-0614,255.0,100.504323,247.9,13.846545,2022-12-12 23:49:57+00:00,3979.9999999999995
AIQ311-1670716320-schedule-0614,255.0,100.5032075,249.75,13.8462525,2022-12-12 23:49:58+00:00,4000.0
AIQ311-1670716320-schedule-0614,255.0,100.502092,251.6,13.84596,2022-12-12 23:49:59+00:00,4020.0000000000005
AIQ311-1670716320-schedule-0614,255.0,100.5009765,253.45,13.8456675,2022-12-12 23:50:00+00:00,4040.0
AIQ311-1670716320-schedule-0614,255.0,100.499861,255.3,13.845375,2022-12-12 23:50:01+00:00,4060.0
AIQ311-1670716320-schedule-0614,255.0,100.4987455,257.15,13.8450825,2022-12-12 23:50:02+00:00,4079.9999999999995
AIQ311-1670716320-schedule-0614,255.0,100.49763,259.0,13.84479,2022-12-12 23:50:03+00:00,4100.0
AIQ311-1670716320-schedule-0614,253.875,100.496493125,260.375,13.8442975,2022-12-12 23:50:04+00:00,4131.25
AIQ311-1670716320-schedule-0614,252.75,100.49535625,261.75,13.843805,2022-12-12 23:50:05+00:00,4162.5
AIQ311-1670716320-schedule-0614,251.625,100.494219375,263.125,13.8433125,2022-12-12 23:50:06+00:00,4193.75
AIQ311-1670716320-schedule-0614,250.5,100.4930825,264.5,13.84282,2022-12-12 23:50:07+00:00,4225.0
AIQ311-1670716320-schedule-0614,249.375,100.491945625,265.875,13.8423275,2022-12-12 23:50:08+00:00,4256.25
AIQ311-1670716320-schedule-0614,248.25,100.49080875,267.25,13.841835,2022-12-12 23:50:09+00:00,4287.5
AIQ311-1670716320-schedule-0614,247.125,100.489671875,268.625,13.8413425,2022-12-12 23:50:10+00:00,4318.75
AIQ311-1670716320-schedule-0614,246.0,100.488535,270.0,13.84085,2022-12-12 23:50:11+00:00,4350.0
AIQ311-1670716320-schedule-0614,244.875,100.487398125,271.375,13.8403575,2022-12-12 23:50:12+00:00,4381.25
AIQ311-1670716320-schedule-0614,243.75,100.48626125,272.75,13.839865,2022-12-12 23:50:13+00:00,4412.5
AIQ311-1670716320-schedule-0614,242.625,100.485124375,274.125,13.8393725,2022-12-12 23:50:14+00:00,4443.75
AIQ311-1670716320-schedule-0614,241.5,100.4839875,275.5,13.83888,2022-12-12 23:50:15+00:00,4475.0
AIQ311-1670716320-schedule-0614,240.375,100.482850625,276.875,13.8383875,2022-12-12 23:50:16+00:00,4506.25
AIQ311-1670716320-schedule-0614,239.25,100.48171375,278.25,13.837895,2022-12-12 23:50:17+00:00,4537.5
AIQ311-1670716320-schedule-0614,238.125,100.480576875,279.625,13.8374025,2022-12-12 23:50:18+00:00,4568.75
AIQ311-1670716320-schedule-0614,237.0,100.47944,281.0,13.83691,2022-12-12 23:50:19+00:00,4600.0
AIQ311-1670716320-schedule-0614,236.47368421052636,100.47835315789472,281.2631578947368,13.835951578947368,2022-12-12 23:50:20+00:00,4652.631578947368
AIQ311-1670716320-schedule-0614,235.94736842105263,100.47726631578946,281.5263157894737,13.834993157894736,2022-12-12 23:50:21+00:00,4705.263157894737
AIQ311-1670716320-schedule-0614,235.42105263157896,100.4761794736842,281.7894736842105,13.834034736842105,2022-12-12 23:50:22+00:00,4757.894736842106
AIQ311-1670716320-schedule-0614,234.8947368421053,100.47509263157896,282.05263157894734,13.833076315789471,2022-12-12 23:50:23+00:00,4810.526315789474
AIQ311-1670716320-schedule-0614,234.3684210526316,100.47400578947368,282.3157894736842,13.83211789473684,2022-12-12 23:50:24+00:00,4863.157894736842
AIQ311-1670716320-schedule-0614,233.8421052631579,100.4729189473684,282.57894736842104,13.83115947368421,2022-12-12 23:50:25+00:00,4915.78947368421
AIQ311-1670716320-schedule-0614,233.31578947368425,100.47183210526316,282.8421052631579,13.830201052631578,2022-12-12 23:50:26+00:00,4968.421052631579
AIQ311-1670716320-schedule-0614,232.7894736842105,100.4707452631579,283.10526315789474,13.829242631578946,2022-12-12 23:50:27+00:00,5021.0526315789475
AIQ311-1670716320-schedule-0614,232.26315789473685,100.46965842105264,283.3684210526316,13.828284210526316,2022-12-12 23:50:28+00:00,5073.684210526316
AIQ311-1670716320-schedule-0614,231.73684210526315,100.46857157894736,283.63157894736844,13.827325789473685,2022-12-12 23:50:29+00:00,5126.315789473684
AIQ311-1670716320-schedule-0614,231.21052631578948,100.4674847368421,283.89473684210526,13.826367368421051,2022-12-12 23:50:30+00:00,5178.9473684210525
AIQ311-1670716320-schedule-0614,230.68421052631575,100.46639789473684,284.1578947368421,13.82540894736842,2022-12-12 23:50:31+00:00,5231.578947368421
AIQ311-1670716320-schedule-0614,230.1578947368421,100.46531105263158,284.42105263157896,13.82445052631579,2022-12-12 23:50:32+00:00,5284.210526315789
AIQ311-1670716320-schedule-0614,229.6315789473684,100.46422421052633,284.6842105263158,13.823492105263158,2022-12-12 23:50:33+00:00,5336.8421052631575
AIQ311-1670716320-schedule-0614,229.10526315789477,100.46313736842104,284.94736842105266,13.822533684210526,2022-12-12 23:50:34+00:00,5389.473684210526
AIQ311-1670716320-schedule-0614,228.57894736842104,100.46205052631578,285.2105263157895,13.821575263157897,2022-12-12 23:50:35+00:00,5442.105263157895
AIQ311-1670716320-schedule-0614,228.05263157894737,100.46096368421053,285.4736842105263,13.820616842105265,2022-12-12 23:50:36+00:00,5494.736842105263
AIQ311-1670716320-schedule-0614,227.5263157894737,100.45987684210526,285.7368421052632,13.819658421052631,2022-12-12 23:50:37+00:00,5547.368421052633
AIQ311-1670716320-schedule-0614,227.0,100.45879,286.0,13.8187,2022-12-12 23:50:38+00:00,5600.0
AIQ311-1670716320-schedule-0614,226.91666666666663,100.45777583333332,286.6666666666667,13.817747916666669,2022-12-12 23:50:39+00:00,5650.0
AIQ311-1670716320-schedule-0614,226.83333333333331,100.45676166666668,287.3333333333333,13.816795833333334,2022-12-12 23:50:40+00:00,5700.0
AIQ311-1670716320-schedule-0614,226.75,100.4557475,288.0,13.81584375,2022-12-12 23:50:41+00:00,5750.0
AIQ311-1670716320-schedule-0614,226.66666666666663,100.45473333333332,288.6666666666667,13.814891666666666,2022-12-12 23:50:42+00:00,5800.0
AIQ311-1670716320-schedule-0614,226.58333333333331,100.45371916666666,289.3333333333333,13.813939583333331,2022-12-12 23:50:43+00:00,5850.0
AIQ311-1670716320-schedule-0614,226.5,100.452705,290.0,13.8129875,2022-12-12 23:50:44+00:00,5900.0
AIQ311-1670716320-schedule-0614,226.41666666666663,100.45169083333332,290.6666666666667,13.812035416666667,2022-12-12 23:50:45+00:00,5950.0
AIQ311-1670716320-schedule-0614,226.33333333333331,100.45067666666668,291.3333333333333,13.811083333333332,2022-12-12 23:50:46+00:00,6000.0
AIQ311-1670716320-schedule-0614,226.25,100.4496625,292.0,13.81013125,2022-12-12 23:50:47+00:00,6050.0
AIQ311-1670716320-schedule-0614,226.16666666666663,100.44864833333332,292.6666666666667,13.809179166666668,2022-12-12 23:50:48+00:00,6100.0
AIQ311-1670716320-schedule-0614,226.08333333333331,100.44763416666666,293.3333333333333,13.808227083333334,2022-12-12 23:50:49+00:00,6150.0
AIQ311-1670716320-schedule-0614,226.0,100.44662,294.0,13.807275,2022-12-12 23:50:50+00:00,6200.0
AIQ311-1670716320-schedule-0614,225.91666666666663,100.44560583333332,294.6666666666667,13.806322916666666,2022-12-12 23:50:51+00:00,6250.0
AIQ311-1670716320-schedule-0614,225.83333333333331,100.44459166666668,295.3333333333333,13.805370833333331,2022-12-12 23:50:52+00:00,6300.0
AIQ311-1670716320-schedule-0614,225.75,100.4435775,296.0,13.80441875,2022-12-12 23:50:53+00:00,6350.0
AIQ311-1670716320-schedule-0614,225.66666666666663,100.44256333333333,296.6666666666667,13.803466666666669,2022-12-12 23:50:54+00:00,6400.0
AIQ311-1670716320-schedule-0614,225.58333333333331,100.44154916666666,297.3333333333333,13.802514583333332,2022-12-12 23:50:55+00:00,6450.0
AIQ311-1670716320-schedule-0614,225.5,100.440535,298.0,13.8015625,2022-12-12 23:50:56+00:00,6500.0
AIQ311-1670716320-schedule-0614,225.41666666666663,100.43952083333332,298.6666666666667,13.800610416666666,2022-12-12 23:50:57+00:00,6550.0
AIQ311-1670716320-schedule-0614,225.33333333333331,100.43850666666668,299.3333333333333,13.799658333333332,2022-12-12 23:50:58+00:00,6600.0
AIQ311-1670716320-schedule-0614,225.25,100.4374925,300.0,13.79870625,2022-12-12 23:50:59+00:00,6650.0
AIQ311-1670716320-schedule-0614,225.16666666666663,100.43647833333333,300.6666666666667,13.797754166666666,2022-12-12 23:51:00+00:00,6700.0
AIQ311-1670716320-schedule-0614,225.08333333333331,100.43546416666666,301.3333333333333,13.796802083333333,2022-12-12 23:51:01+00:00,6750.0
AIQ311-1670716320-schedule-0614,225.0,100.43445,302.0,13.79585,2022-12-12 23:51:02+00:00,6800.0
AIQ311-1670716320-schedule-0614,223.6875,100.433700625,302.0,13.794630625,2022-12-12 23:51:03+00:00,6850.0
AIQ311-1670716320-schedule-0614,222.375,100.43295125,302.0,13.79341125,2022-12-12 23:51:04+00:00,6900.0
AIQ311-1670716320-schedule-0614,221.0625,100.432201875,302.0,13.792191875,2022-12-12 23:51:05+00:00,6950.0
AIQ311-1670716320-schedule-0614,219.75,100.4314525,302.0,13.7909725,2022-12-12 23:51:06+00:00,7000.0
AIQ311-1670716320-schedule-0614,218.4375,100.430703125,302.0,13.789753125,2022-12-12 23:51:07+00:00,7050.0
AIQ311-1670716320-schedule-0614,217.125,100.42995375,302.0,13.78853375,2022-12-12 23:51:08+00:00,7100.0
AIQ311-1670716320-schedule-0614,215.8125,100.429204375,302.0,13.787314375,2022-12-12 23:51:09+00:00,7150.0
AIQ311-1670716320-schedule-0614,214.5,100.428455,302.0,13.786095,2022-12-12 23:51:10+00:00,7200.0
AIQ311-1670716320-schedule-0614,213.1875,100.427705625,302.0,13.784875625,2022-12-12 23:51:11+00:00,7250.0
AIQ311-1670716320-schedule-0614,211.875,100.42695625,302.0,13.78365625,2022-12-12 23:51:12+00:00,7300.0
AIQ311-1670716320-schedule-0614,210.5625,100.426206875,302.0,13.782436875,2022-12-12 23:51:13+00:00,7350.0
AIQ311-1670716320-schedule-0614,209.25,100.4254575,302.0,13.7812175,2022-12-12 23:51:14+00:00,7400.0
AIQ311-1670716320-schedule-0614,207.9375,100.424708125,302.0,13.779998125,2022-12-12 23:51:15+00:00,7450.0
AIQ311-1670716320-schedule-0614,206.625,100.42395875,302.0,13.77877875,2022-12-12 23:51:16+00:00,7500.0
AIQ311-1670716320-schedule-0614,205.3125,100.423209375,302.0,13.777559375,2022-12-12 23:51:17+00:00,7550.0
AIQ311-1670716320-schedule-0614,204.0,100.42246,302.0,13.77634,2022-12-12 23:51:18+00:00,7600.0
AIQ311-1670716320-schedule-0614,202.52631578947367,100.42236368421052,301.3684210526316,13.775085263157894,2022-12-12 23:51:19+00:00,7663.1578947368425
